DayOfWeek,DepTime,TaxiOut,DepTime_Min
6,1847.0,35.0,1127.0
6,1357.0,18.0,837.0
6,1034.0,30.0,634.0
6,1718.0,17.0,1038.0
6,554.0,22.0,354.0
6,2215.0,22.0,1335.0
6,903.0,27.0,543.0
6,2036.0,22.0,1236.0
6,1754.0,16.0,1074.0
6,2121.0,28.0,1281.0
6,1209.0,25.0,729.0
6,1046.0,27.0,646.0
6,2136.0,27.0,1296.0
6,2000.0,16.0,1200.0
6,1804.0,27.0,1084.0
6,1337.0,103.0,817.0
6,1804.0,37.0,1084.0
6,2008.0,33.0,1208.0
6,1342.0,26.0,822.0
6,1616.0,24.0,976.0
6,2019.0,39.0,1219.0
6,1040.0,20.0,640.0
6,2216.0,20.0,1336.0
6,1542.0,34.0,942.0
6,2008.0,20.0,1208.0
6,706.0,23.0,426.0
6,1825.0,28.0,1105.0
6,949.0,36.0,589.0
6,450.0,22.0,290.0
6,1356.0,17.0,836.0
6,902.0,25.0,542.0
6,1455.0,40.0,895.0
6,1728.0,26.0,1048.0
6,707.0,35.0,427.0
6,1947.0,26.0,1187.0
6,2219.0,22.0,1339.0
6,551.0,22.0,351.0
6,1531.0,49.0,931.0
6,1422.0,16.0,862.0
6,1036.0,31.0,636.0
6,2018.0,26.0,1218.0
6,1544.0,22.0,944.0
6,456.0,15.0,296.0
6,548.0,18.0,348.0
6,1055.0,21.0,655.0
6,1608.0,52.0,968.0
6,1955.0,18.0,1195.0
6,1343.0,20.0,823.0
6,724.0,37.0,444.0
6,1803.0,42.0,1083.0
6,910.0,28.0,550.0
6,755.0,19.0,475.0
6,814.0,27.0,494.0
6,726.0,41.0,446.0
6,2144.0,16.0,1304.0
6,713.0,33.0,433.0
6,926.0,35.0,566.0
6,1603.0,19.0,963.0
6,805.0,26.0,485.0
6,850.0,21.0,530.0
6,1703.0,30.0,1023.0
6,2104.0,38.0,1264.0
6,1114.0,32.0,674.0
6,742.0,25.0,462.0
6,1620.0,22.0,980.0
6,2020.0,30.0,1220.0
6,1539.0,27.0,939.0
6,1823.0,28.0,1103.0
6,926.0,31.0,566.0
6,734.0,30.0,454.0
6,1414.0,26.0,854.0
6,1759.0,20.0,1079.0
6,1947.0,38.0,1187.0
6,1616.0,23.0,976.0
6,905.0,25.0,545.0
6,1840.0,36.0,1120.0
6,1809.0,32.0,1089.0
6,2040.0,21.0,1240.0
6,715.0,24.0,435.0
6,1825.0,27.0,1105.0
6,1703.0,42.0,1023.0
6,1557.0,21.0,957.0
6,929.0,25.0,569.0
6,2101.0,25.0,1261.0
6,1602.0,62.0,962.0
6,2156.0,22.0,1316.0
6,1603.0,21.0,963.0
6,1054.0,31.0,654.0
6,1033.0,38.0,633.0
6,1110.0,27.0,670.0
6,2056.0,18.0,1256.0
6,655.0,16.0,415.0
6,1355.0,36.0,835.0
6,1103.0,48.0,663.0
6,903.0,28.0,543.0
6,1814.0,28.0,1094.0
6,1054.0,36.0,654.0
6,1748.0,28.0,1068.0
6,1347.0,20.0,827.0
6,1603.0,24.0,963.0
6,1826.0,42.0,1106.0
6,709.0,26.0,429.0
6,1114.0,34.0,674.0
6,2238.0,15.0,1358.0
6,849.0,23.0,529.0
6,1403.0,22.0,843.0
6,2201.0,19.0,1321.0
6,555.0,20.0,355.0
6,657.0,26.0,417.0
6,2033.0,26.0,1233.0
6,2145.0,16.0,1305.0
6,2105.0,22.0,1265.0
6,1045.0,30.0,645.0
6,1425.0,29.0,865.0
6,556.0,20.0,356.0
6,1840.0,37.0,1120.0
6,1651.0,26.0,1011.0
6,1817.0,47.0,1097.0
6,1938.0,15.0,1178.0
6,1556.0,29.0,956.0
6,2024.0,27.0,1224.0
6,1459.0,23.0,899.0
6,727.0,33.0,447.0
6,1443.0,32.0,883.0
6,700.0,26.0,420.0
6,938.0,36.0,578.0
6,612.0,18.0,372.0
6,1758.0,19.0,1078.0
6,718.0,30.0,438.0
6,913.0,26.0,553.0
6,1806.0,19.0,1086.0
6,1244.0,22.0,764.0
6,1447.0,42.0,887.0
6,1828.0,38.0,1108.0
6,1256.0,21.0,776.0
6,1059.0,27.0,659.0
6,1103.0,23.0,663.0
6,1816.0,23.0,1096.0
6,704.0,30.0,424.0
6,2039.0,25.0,1239.0
6,1133.0,22.0,693.0
6,1234.0,43.0,754.0
6,858.0,32.0,538.0
6,2032.0,20.0,1232.0
6,942.0,29.0,582.0
6,1551.0,19.0,951.0
6,1300.0,19.0,780.0
6,608.0,16.0,368.0
6,2200.0,28.0,1320.0
6,842.0,18.0,522.0
6,1404.0,27.0,844.0
6,1242.0,14.0,762.0
6,730.0,21.0,450.0
6,2209.0,29.0,1329.0
6,1100.0,27.0,660.0
6,1035.0,26.0,635.0
6,2045.0,22.0,1245.0
6,1755.0,17.0,1075.0
6,1804.0,31.0,1084.0
6,1803.0,41.0,1083.0
6,856.0,44.0,536.0
6,1113.0,25.0,673.0
6,2015.0,43.0,1215.0
6,2112.0,24.0,1272.0
6,1509.0,36.0,909.0
6,842.0,26.0,522.0
6,926.0,52.0,566.0
6,2119.0,23.0,1279.0
6,704.0,20.0,424.0
6,1126.0,19.0,686.0
6,1355.0,26.0,835.0
6,2018.0,27.0,1218.0
6,718.0,26.0,438.0
6,1449.0,25.0,889.0
6,844.0,21.0,524.0
6,2049.0,19.0,1249.0
6,913.0,34.0,553.0
6,1946.0,32.0,1186.0
6,1309.0,28.0,789.0
6,700.0,22.0,420.0
6,1120.0,22.0,680.0
6,1621.0,26.0,981.0
6,1954.0,21.0,1194.0
6,1817.0,33.0,1097.0
6,1430.0,16.0,870.0
6,1357.0,19.0,837.0
6,924.0,31.0,564.0
6,706.0,24.0,426.0
6,2213.0,27.0,1333.0
6,1805.0,18.0,1085.0
6,2004.0,23.0,1204.0
6,2028.0,26.0,1228.0
6,1539.0,83.0,939.0
6,2203.0,21.0,1323.0
6,903.0,23.0,543.0
6,706.0,24.0,426.0
6,1956.0,30.0,1196.0
6,2131.0,20.0,1291.0
6,1248.0,22.0,768.0
6,859.0,34.0,539.0
6,1940.0,28.0,1180.0
6,1241.0,24.0,761.0
6,1601.0,29.0,961.0
6,2146.0,18.0,1306.0
6,1158.0,28.0,718.0
6,2124.0,21.0,1284.0
6,1337.0,17.0,817.0
6,1302.0,49.0,782.0
6,1533.0,18.0,933.0
6,1124.0,20.0,684.0
6,925.0,47.0,565.0
6,1648.0,28.0,1008.0
6,900.0,29.0,540.0
6,1350.0,27.0,830.0
6,1930.0,18.0,1170.0
6,859.0,25.0,539.0
6,913.0,15.0,553.0
6,926.0,36.0,566.0
6,1052.0,32.0,652.0
6,2024.0,24.0,1224.0
6,2328.0,22.0,1408.0
6,919.0,32.0,559.0
6,1112.0,23.0,672.0
5,1802.0,32.0,1082.0
5,1258.0,26.0,778.0
5,1818.0,50.0,1098.0
5,2125.0,34.0,1285.0
5,1011.0,19.0,611.0
5,1248.0,23.0,768.0
5,1038.0,30.0,638.0
5,1755.0,31.0,1075.0
5,1444.0,24.0,884.0
5,1033.0,25.0,633.0
5,1743.0,25.0,1063.0
5,552.0,23.0,352.0
5,2154.0,19.0,1314.0
5,859.0,40.0,539.0
5,2019.0,24.0,1219.0
5,708.0,31.0,428.0
5,1725.0,20.0,1045.0
5,1444.0,20.0,884.0
5,1752.0,37.0,1072.0
5,1243.0,26.0,763.0
5,1102.0,23.0,662.0
5,2152.0,17.0,1312.0
5,1807.0,37.0,1087.0
5,1831.0,39.0,1111.0
5,1442.0,41.0,882.0
5,1804.0,47.0,1084.0
5,1422.0,39.0,862.0
5,2000.0,28.0,1200.0
5,1331.0,43.0,811.0
5,1605.0,23.0,965.0
5,1950.0,25.0,1190.0
5,1039.0,19.0,639.0
5,2204.0,20.0,1324.0
5,1411.0,18.0,851.0
5,1958.0,25.0,1198.0
5,707.0,26.0,427.0
5,1816.0,43.0,1096.0
5,924.0,25.0,564.0
5,608.0,17.0,368.0
5,1355.0,39.0,835.0
5,655.0,45.0,415.0
5,902.0,34.0,542.0
5,1415.0,28.0,855.0
5,1240.0,17.0,760.0
5,750.0,21.0,470.0
5,1932.0,21.0,1172.0
5,2205.0,18.0,1325.0
5,545.0,18.0,345.0
5,1423.0,42.0,863.0
5,1422.0,26.0,862.0
5,1051.0,39.0,651.0
5,1954.0,26.0,1194.0
5,1552.0,19.0,952.0
5,506.0,25.0,306.0
5,653.0,20.0,413.0
5,1107.0,19.0,667.0
5,1610.0,20.0,970.0
5,1959.0,48.0,1199.0
5,937.0,37.0,577.0
5,1043.0,17.0,643.0
5,1825.0,35.0,1105.0
5,1111.0,21.0,671.0
5,746.0,26.0,466.0
5,727.0,38.0,447.0
5,2135.0,28.0,1295.0
5,705.0,21.0,425.0
5,858.0,32.0,538.0
5,1608.0,24.0,968.0
5,754.0,21.0,474.0
5,856.0,31.0,536.0
5,1611.0,20.0,971.0
5,2000.0,30.0,1200.0
5,1057.0,40.0,657.0
5,737.0,21.0,457.0
5,1621.0,21.0,981.0
5,2004.0,44.0,1204.0
5,1426.0,45.0,866.0
5,921.0,25.0,561.0
5,839.0,42.0,519.0
5,1119.0,26.0,679.0
5,1758.0,24.0,1078.0
5,1642.0,16.0,1002.0
5,846.0,33.0,526.0
5,930.0,26.0,570.0
5,1807.0,31.0,1087.0
5,1755.0,30.0,1075.0
5,1814.0,35.0,1094.0
5,708.0,24.0,428.0
5,1854.0,39.0,1134.0
5,1611.0,41.0,971.0
5,1603.0,36.0,963.0
5,937.0,30.0,577.0
5,2023.0,26.0,1223.0
5,1603.0,22.0,963.0
5,1943.0,28.0,1183.0
5,1552.0,21.0,952.0
5,1053.0,36.0,653.0
5,1031.0,30.0,631.0
5,1955.0,33.0,1195.0
5,1143.0,19.0,703.0
5,2038.0,35.0,1238.0
5,658.0,22.0,418.0
5,1310.0,35.0,790.0
5,611.0,20.0,371.0
5,1057.0,22.0,657.0
5,851.0,20.0,531.0
5,913.0,19.0,553.0
5,1848.0,31.0,1128.0
5,1105.0,36.0,665.0
5,1756.0,63.0,1076.0
5,1353.0,18.0,833.0
5,1604.0,20.0,964.0
5,1816.0,42.0,1096.0
5,711.0,19.0,431.0
5,1034.0,20.0,634.0
5,1755.0,31.0,1075.0
5,849.0,28.0,529.0
5,1401.0,22.0,841.0
5,2026.0,47.0,1226.0
5,556.0,20.0,356.0
5,814.0,34.0,494.0
5,2015.0,37.0,1215.0
5,2134.0,23.0,1294.0
5,1936.0,21.0,1176.0
5,1221.0,16.0,741.0
5,1450.0,26.0,890.0
5,550.0,21.0,350.0
5,1830.0,49.0,1110.0
5,1500.0,39.0,900.0
5,1817.0,61.0,1097.0
5,1938.0,20.0,1178.0
5,1552.0,18.0,952.0
5,1848.0,32.0,1128.0
5,1434.0,25.0,874.0
5,728.0,20.0,448.0
5,1425.0,28.0,865.0
5,710.0,28.0,430.0
5,900.0,34.0,540.0
5,1809.0,48.0,1089.0
5,658.0,25.0,418.0
5,919.0,34.0,559.0
5,1805.0,23.0,1085.0
5,1242.0,30.0,762.0
5,1415.0,25.0,855.0
5,1802.0,28.0,1082.0
5,1259.0,32.0,779.0
5,1105.0,28.0,665.0
5,1043.0,33.0,643.0
5,1801.0,47.0,1081.0
5,705.0,24.0,425.0
5,2016.0,34.0,1216.0
5,1134.0,24.0,694.0
5,1055.0,48.0,655.0
5,721.0,31.0,441.0
5,857.0,23.0,537.0
5,1944.0,28.0,1184.0
5,1035.0,28.0,635.0
5,1551.0,31.0,951.0
5,1242.0,25.0,762.0
5,1051.0,53.0,651.0
5,603.0,35.0,363.0
5,2009.0,30.0,1209.0
5,850.0,48.0,530.0
5,1327.0,23.0,807.0
5,1249.0,22.0,769.0
5,732.0,31.0,452.0
5,2116.0,34.0,1276.0
5,1122.0,25.0,682.0
5,1032.0,25.0,632.0
5,2025.0,26.0,1225.0
5,1830.0,37.0,1110.0
5,1757.0,34.0,1077.0
5,1808.0,43.0,1088.0
5,905.0,55.0,545.0
5,1115.0,26.0,675.0
5,1409.0,16.0,849.0
5,1958.0,45.0,1198.0
5,2108.0,21.0,1268.0
5,1537.0,15.0,937.0
5,843.0,21.0,523.0
5,859.0,38.0,539.0
5,2311.0,15.0,1391.0
5,710.0,21.0,430.0
5,1232.0,21.0,752.0
5,1308.0,29.0,788.0
5,2009.0,24.0,1209.0
5,720.0,31.0,440.0
5,1421.0,26.0,861.0
5,1434.0,22.0,874.0
5,850.0,25.0,530.0
5,2031.0,34.0,1231.0
5,859.0,29.0,539.0
3,1757.0,23.0,1077.0
3,1616.0,23.0,976.0
3,852.0,68.0,532.0
3,907.0,25.0,547.0
3,1809.0,28.0,1089.0
3,1950.0,27.0,1190.0
3,856.0,16.0,536.0
3,1827.0,32.0,1107.0
3,1646.0,18.0,1006.0
3,1756.0,22.0,1076.0
3,929.0,26.0,569.0
3,2018.0,28.0,1218.0
3,1608.0,22.0,968.0
3,1820.0,55.0,1100.0
3,1034.0,23.0,634.0
3,1245.0,16.0,765.0
3,1758.0,27.0,1078.0
3,1132.0,16.0,692.0
3,2009.0,25.0,1209.0
3,1051.0,25.0,651.0
3,1336.0,17.0,816.0
3,1948.0,19.0,1188.0
3,656.0,31.0,416.0
3,640.0,18.0,400.0
3,1051.0,16.0,651.0
3,847.0,18.0,527.0
3,1819.0,27.0,1099.0
3,1821.0,40.0,1101.0
3,919.0,29.0,559.0
3,709.0,19.0,429.0
3,1039.0,21.0,639.0
3,1828.0,22.0,1108.0
3,1128.0,19.0,688.0
3,1352.0,19.0,832.0
3,1114.0,20.0,674.0
3,2011.0,34.0,1211.0
3,1813.0,21.0,1093.0
3,559.0,22.0,359.0
3,1505.0,18.0,905.0
3,1957.0,27.0,1197.0
3,1112.0,18.0,672.0
3,1444.0,26.0,884.0
3,849.0,32.0,529.0
3,2022.0,21.0,1222.0
3,1318.0,21.0,798.0
3,1803.0,24.0,1083.0
3,552.0,23.0,352.0
3,1523.0,21.0,923.0
3,1809.0,26.0,1089.0
3,1446.0,23.0,886.0
3,1207.0,17.0,727.0
3,706.0,19.0,426.0
3,1938.0,19.0,1178.0
3,656.0,38.0,416.0
3,2018.0,29.0,1218.0
3,903.0,23.0,543.0
3,1932.0,23.0,1172.0
3,1357.0,34.0,837.0
3,1750.0,23.0,1070.0
3,1029.0,19.0,629.0
3,702.0,21.0,422.0
3,732.0,18.0,452.0
3,912.0,21.0,552.0
3,1810.0,25.0,1090.0
3,1809.0,24.0,1089.0
3,1020.0,21.0,620.0
3,1101.0,22.0,661.0
3,1414.0,18.0,854.0
3,1759.0,49.0,1079.0
3,1255.0,20.0,775.0
3,844.0,21.0,524.0
3,1438.0,26.0,878.0
3,1625.0,32.0,985.0
3,1936.0,20.0,1176.0
3,1609.0,23.0,969.0
3,1050.0,24.0,650.0
3,1458.0,34.0,898.0
3,910.0,24.0,550.0
3,1534.0,16.0,934.0
3,656.0,15.0,416.0
3,1333.0,28.0,813.0
3,1635.0,27.0,995.0
3,1054.0,20.0,654.0
3,1833.0,19.0,1113.0
3,1416.0,18.0,856.0
3,1258.0,31.0,778.0
3,1048.0,23.0,648.0
3,1820.0,36.0,1100.0
3,847.0,21.0,527.0
3,1253.0,66.0,773.0
3,1634.0,25.0,994.0
3,552.0,20.0,352.0
3,2007.0,28.0,1207.0
3,1603.0,31.0,963.0
3,1002.0,21.0,602.0
3,1541.0,26.0,941.0
3,844.0,22.0,524.0
3,900.0,23.0,540.0
3,914.0,20.0,554.0
3,1818.0,33.0,1098.0
3,1546.0,26.0,946.0
3,657.0,19.0,417.0
3,1307.0,31.0,787.0
3,2000.0,22.0,1200.0
3,1318.0,40.0,798.0
3,1724.0,19.0,1044.0
3,2127.0,22.0,1287.0
3,836.0,21.0,516.0
3,1039.0,15.0,639.0
3,1414.0,23.0,854.0
3,1539.0,35.0,939.0
3,915.0,25.0,555.0
3,1922.0,21.0,1162.0
3,2001.0,17.0,1201.0
3,1239.0,14.0,759.0
3,2013.0,25.0,1213.0
3,1433.0,16.0,873.0
3,1354.0,20.0,834.0
3,1609.0,28.0,969.0
3,730.0,22.0,450.0
3,1043.0,25.0,643.0
3,706.0,20.0,426.0
3,1237.0,19.0,757.0
3,1056.0,17.0,656.0
3,639.0,28.0,399.0
3,1824.0,30.0,1104.0
3,2010.0,26.0,1210.0
3,1619.0,24.0,979.0
3,900.0,19.0,540.0
3,1256.0,29.0,776.0
3,848.0,21.0,528.0
3,1251.0,20.0,771.0
3,1051.0,18.0,651.0
3,1058.0,23.0,658.0
3,1533.0,15.0,933.0
3,1815.0,37.0,1095.0
3,1038.0,18.0,638.0
3,1440.0,19.0,880.0
3,1643.0,22.0,1003.0
3,1426.0,15.0,866.0
3,942.0,30.0,582.0
3,1935.0,25.0,1175.0
3,1949.0,24.0,1189.0
3,908.0,28.0,548.0
3,1827.0,27.0,1107.0
3,1336.0,18.0,816.0
3,1956.0,18.0,1196.0
3,905.0,22.0,545.0
3,937.0,26.0,577.0
3,1030.0,19.0,630.0
3,2034.0,24.0,1234.0
2,1916.0,21.0,1156.0
2,752.0,29.0,472.0
2,1615.0,29.0,975.0
2,1053.0,26.0,653.0
2,1404.0,16.0,844.0
2,1829.0,28.0,1109.0
2,1251.0,21.0,771.0
2,1617.0,36.0,977.0
2,1106.0,21.0,666.0
2,1601.0,19.0,961.0
2,1040.0,35.0,640.0
2,1429.0,13.0,869.0
2,2020.0,23.0,1220.0
2,1359.0,22.0,839.0
2,1620.0,17.0,980.0
2,1255.0,21.0,775.0
2,2010.0,29.0,1210.0
2,1806.0,24.0,1086.0
2,1050.0,15.0,650.0
2,1758.0,21.0,1078.0
2,1815.0,30.0,1095.0
2,1408.0,19.0,848.0
2,1955.0,22.0,1195.0
2,856.0,19.0,536.0
2,1047.0,18.0,647.0
2,859.0,41.0,539.0
2,1257.0,23.0,777.0
2,1443.0,20.0,883.0
2,1641.0,25.0,1001.0
2,1438.0,21.0,878.0
2,905.0,20.0,545.0
2,915.0,22.0,555.0
2,1418.0,32.0,858.0
2,1538.0,12.0,938.0
2,1240.0,14.0,760.0
2,900.0,21.0,540.0
2,723.0,18.0,443.0
2,1243.0,28.0,763.0
2,1111.0,28.0,671.0
2,1756.0,26.0,1076.0
2,2003.0,25.0,1203.0
2,911.0,21.0,551.0
2,1954.0,22.0,1194.0
2,925.0,18.0,565.0
2,1552.0,16.0,952.0
2,1103.0,29.0,663.0
2,1350.0,25.0,830.0
2,1803.0,23.0,1083.0
2,915.0,20.0,555.0
2,1117.0,29.0,677.0
2,1808.0,29.0,1088.0
2,1828.0,26.0,1108.0
2,1624.0,21.0,984.0
2,1720.0,25.0,1040.0
2,1036.0,19.0,636.0
2,1435.0,31.0,875.0
2,1808.0,32.0,1088.0
2,904.0,40.0,544.0
2,1423.0,24.0,863.0
2,1113.0,17.0,673.0
2,1537.0,24.0,937.0
2,847.0,26.0,527.0
2,1602.0,25.0,962.0
2,759.0,24.0,479.0
2,1102.0,18.0,662.0
2,730.0,41.0,450.0
2,1644.0,21.0,1004.0
2,917.0,31.0,557.0
2,1235.0,22.0,755.0
2,1756.0,37.0,1076.0
2,850.0,22.0,530.0
2,923.0,39.0,563.0
2,1809.0,23.0,1089.0
2,1800.0,25.0,1080.0
2,859.0,21.0,539.0
2,1833.0,21.0,1113.0
2,1645.0,22.0,1005.0
2,1815.0,33.0,1095.0
2,936.0,24.0,576.0
2,2021.0,22.0,1221.0
2,1646.0,22.0,1006.0
2,1618.0,18.0,978.0
2,1037.0,24.0,637.0
2,1304.0,15.0,784.0
2,1816.0,48.0,1096.0
2,1034.0,14.0,634.0
2,2057.0,17.0,1257.0
2,1050.0,22.0,650.0
2,1304.0,31.0,784.0
2,1948.0,19.0,1188.0
2,654.0,23.0,414.0
2,644.0,34.0,404.0
2,1158.0,22.0,718.0
2,854.0,58.0,534.0
2,1858.0,28.0,1138.0
2,1811.0,27.0,1091.0
2,922.0,29.0,562.0
2,714.0,21.0,434.0
2,1035.0,19.0,635.0
2,1815.0,35.0,1095.0
2,1053.0,38.0,653.0
2,1357.0,20.0,837.0
2,1254.0,24.0,774.0
2,2014.0,26.0,1214.0
2,1834.0,23.0,1114.0
2,620.0,20.0,380.0
2,1355.0,18.0,835.0
2,2000.0,21.0,1200.0
2,1056.0,23.0,656.0
2,1433.0,17.0,873.0
2,930.0,32.0,570.0
2,2000.0,29.0,1200.0
2,1328.0,19.0,808.0
2,1806.0,21.0,1086.0
2,556.0,16.0,356.0
2,1430.0,22.0,870.0
2,1803.0,20.0,1083.0
2,1446.0,20.0,886.0
2,1152.0,21.0,712.0
2,705.0,16.0,425.0
2,1808.0,62.0,1088.0
2,2001.0,24.0,1201.0
2,850.0,31.0,530.0
2,1846.0,26.0,1126.0
2,1403.0,21.0,843.0
2,1800.0,19.0,1080.0
2,1210.0,15.0,730.0
2,702.0,21.0,422.0
2,829.0,26.0,509.0
2,914.0,36.0,554.0
2,1824.0,36.0,1104.0
2,1924.0,31.0,1164.0
2,754.0,20.0,474.0
2,1152.0,18.0,712.0
2,1411.0,20.0,851.0
2,1915.0,21.0,1155.0
2,1300.0,22.0,780.0
2,851.0,19.0,531.0
2,1517.0,15.0,917.0
2,1822.0,26.0,1102.0
2,1949.0,26.0,1189.0
2,1617.0,23.0,977.0
2,1110.0,22.0,670.0
2,1358.0,53.0,838.0
2,1046.0,19.0,646.0
2,1539.0,23.0,939.0
2,706.0,14.0,426.0
2,1338.0,19.0,818.0
2,1813.0,49.0,1093.0
2,1055.0,22.0,655.0
2,1806.0,18.0,1086.0
2,1353.0,20.0,833.0
2,1326.0,19.0,806.0
2,1052.0,23.0,652.0
2,1818.0,48.0,1098.0
2,854.0,21.0,534.0
2,1249.0,19.0,769.0
2,1645.0,24.0,1005.0
2,553.0,23.0,353.0
2,2008.0,21.0,1208.0
2,1606.0,23.0,966.0
2,913.0,22.0,553.0
2,1546.0,22.0,946.0
2,846.0,19.0,526.0
2,900.0,17.0,540.0
2,903.0,23.0,543.0
2,1811.0,22.0,1091.0
2,1548.0,28.0,948.0
2,656.0,23.0,416.0
2,1315.0,27.0,795.0
2,2055.0,17.0,1255.0
2,1233.0,31.0,753.0
2,1705.0,22.0,1025.0
2,841.0,19.0,521.0
2,1149.0,19.0,709.0
2,1420.0,19.0,860.0
2,1538.0,20.0,938.0
2,918.0,26.0,558.0
2,1813.0,24.0,1093.0
2,2000.0,24.0,1200.0
2,1244.0,40.0,764.0
2,1954.0,28.0,1194.0
2,551.0,19.0,351.0
2,1433.0,22.0,873.0
2,1435.0,23.0,875.0
2,1651.0,21.0,1011.0
2,728.0,20.0,448.0
2,1104.0,21.0,664.0
2,706.0,16.0,426.0
2,1245.0,15.0,765.0
2,1054.0,26.0,654.0
2,536.0,23.0,336.0
2,1814.0,47.0,1094.0
2,2010.0,25.0,1210.0
2,1618.0,21.0,978.0
2,1242.0,17.0,762.0
2,940.0,20.0,580.0
2,1257.0,27.0,777.0
2,847.0,17.0,527.0
2,1303.0,26.0,783.0
2,1044.0,20.0,644.0
2,1034.0,16.0,634.0
2,1541.0,23.0,941.0
2,1555.0,19.0,955.0
2,1039.0,28.0,639.0
2,1437.0,31.0,877.0
2,1535.0,17.0,935.0
2,1443.0,19.0,883.0
2,1207.0,19.0,727.0
2,1956.0,35.0,1196.0
2,1942.0,20.0,1182.0
2,852.0,20.0,532.0
2,1825.0,30.0,1105.0
2,1259.0,19.0,779.0
2,1926.0,18.0,1166.0
2,710.0,19.0,430.0
2,917.0,19.0,557.0
2,934.0,24.0,574.0
2,1049.0,27.0,649.0
2,2021.0,21.0,1221.0
1,1808.0,21.0,1088.0
1,751.0,41.0,471.0
1,1739.0,35.0,1059.0
1,1309.0,56.0,789.0
1,1253.0,24.0,773.0
1,1824.0,52.0,1104.0
1,2217.0,55.0,1337.0
1,1704.0,30.0,1024.0
1,1628.0,26.0,988.0
1,1057.0,23.0,657.0
1,1601.0,20.0,961.0
1,1050.0,29.0,650.0
1,1418.0,18.0,858.0
1,2105.0,21.0,1265.0
1,1358.0,35.0,838.0
1,1642.0,22.0,1002.0
1,1312.0,28.0,792.0
1,2044.0,23.0,1244.0
1,2122.0,39.0,1282.0
1,1820.0,20.0,1100.0
1,1244.0,20.0,764.0
1,1759.0,17.0,1079.0
1,2023.0,25.0,1223.0
1,1823.0,22.0,1103.0
1,1604.0,27.0,964.0
1,2032.0,22.0,1232.0
1,916.0,19.0,556.0
1,1205.0,26.0,725.0
1,1507.0,18.0,907.0
1,857.0,19.0,537.0
1,734.0,42.0,454.0
1,1437.0,17.0,877.0
1,1636.0,23.0,996.0
1,1433.0,19.0,873.0
1,712.0,20.0,432.0
1,907.0,24.0,547.0
1,2024.0,34.0,1224.0
1,914.0,24.0,554.0
1,1415.0,24.0,855.0
1,1558.0,17.0,958.0
1,1001.0,25.0,601.0
1,719.0,22.0,439.0
1,1213.0,34.0,733.0
1,1123.0,28.0,683.0
1,1842.0,32.0,1122.0
1,2010.0,39.0,1210.0
1,714.0,23.0,434.0
1,905.0,27.0,545.0
1,2026.0,25.0,1226.0
1,1202.0,16.0,722.0
1,1606.0,24.0,966.0
1,1518.0,20.0,918.0
1,1907.0,24.0,1147.0
1,1332.0,22.0,812.0
1,1800.0,22.0,1080.0
1,1836.0,26.0,1116.0
1,946.0,21.0,586.0
1,1753.0,23.0,1073.0
1,1754.0,26.0,1074.0
1,2201.0,33.0,1321.0
1,1057.0,21.0,657.0
1,1704.0,25.0,1024.0
1,1813.0,20.0,1093.0
1,927.0,27.0,567.0
1,1423.0,27.0,863.0
1,1127.0,41.0,687.0
1,1553.0,21.0,953.0
1,705.0,17.0,425.0
1,908.0,21.0,548.0
1,1652.0,14.0,1012.0
1,758.0,30.0,478.0
1,1046.0,24.0,646.0
1,2012.0,24.0,1212.0
1,1845.0,27.0,1125.0
1,929.0,25.0,569.0
1,1121.0,15.0,681.0
1,1802.0,23.0,1082.0
1,946.0,23.0,586.0
1,927.0,40.0,567.0
1,1928.0,18.0,1168.0
1,1000.0,27.0,600.0
1,1915.0,25.0,1155.0
1,1713.0,21.0,1033.0
1,2001.0,17.0,1201.0
1,1556.0,19.0,956.0
1,1222.0,25.0,742.0
1,2034.0,21.0,1234.0
1,1611.0,35.0,971.0
1,1317.0,34.0,797.0
1,1612.0,20.0,972.0
1,2005.0,21.0,1205.0
1,1212.0,22.0,732.0
1,1352.0,15.0,832.0
1,2013.0,27.0,1213.0
1,1053.0,22.0,653.0
1,1208.0,27.0,728.0
1,1405.0,25.0,845.0
1,1951.0,38.0,1191.0
1,1117.0,25.0,677.0
1,1407.0,17.0,847.0
1,914.0,25.0,554.0
1,1114.0,25.0,674.0
1,1040.0,12.0,640.0
1,859.0,18.0,539.0
1,2001.0,37.0,1201.0
1,1826.0,25.0,1106.0
1,924.0,32.0,564.0
1,719.0,25.0,439.0
1,1107.0,21.0,667.0
1,1827.0,40.0,1107.0
1,1304.0,19.0,784.0
1,1430.0,19.0,870.0
1,1611.0,39.0,971.0
1,1228.0,17.0,748.0
1,1844.0,31.0,1124.0
1,2104.0,19.0,1264.0
1,1811.0,30.0,1091.0
1,1403.0,20.0,843.0
1,2023.0,22.0,1223.0
1,1339.0,24.0,819.0
1,1807.0,31.0,1087.0
1,854.0,28.0,534.0
1,2002.0,21.0,1202.0
1,1413.0,50.0,853.0
1,1830.0,23.0,1110.0
1,1603.0,30.0,963.0
1,1835.0,23.0,1115.0
1,1503.0,21.0,903.0
1,1056.0,23.0,656.0
1,713.0,28.0,433.0
1,1826.0,27.0,1106.0
1,854.0,22.0,534.0
1,1815.0,25.0,1095.0
1,2236.0,17.0,1356.0
1,1419.0,29.0,859.0
1,1954.0,18.0,1194.0
1,1758.0,21.0,1078.0
1,1817.0,27.0,1097.0
1,719.0,23.0,439.0
1,732.0,21.0,452.0
