DayOfWeek,DepTime,TaxiOut,DepTime_Min
6,1827.0,35.0,1107.0
6,916.0,34.0,556.0
6,1131.0,25.0,691.0
6,1800.0,27.0,1080.0
6,1826.0,50.0,1106.0
6,926.0,21.0,566.0
6,1557.0,16.0,957.0
6,1042.0,18.0,642.0
6,1405.0,25.0,845.0
6,1830.0,28.0,1110.0
6,900.0,20.0,540.0
6,1419.0,20.0,859.0
6,1118.0,19.0,678.0
6,1617.0,21.0,977.0
6,849.0,25.0,529.0
6,1549.0,16.0,949.0
6,809.0,22.0,489.0
6,1045.0,40.0,645.0
6,1715.0,24.0,1035.0
6,923.0,46.0,563.0
6,1053.0,27.0,653.0
6,1911.0,32.0,1151.0
6,1626.0,19.0,986.0
6,851.0,30.0,531.0
6,909.0,23.0,549.0
6,1832.0,34.0,1112.0
6,1809.0,21.0,1089.0
6,1812.0,22.0,1092.0
6,927.0,33.0,567.0
6,2047.0,39.0,1247.0
6,1601.0,24.0,961.0
6,1604.0,31.0,964.0
6,1035.0,17.0,635.0
6,1244.0,15.0,764.0
6,1826.0,41.0,1106.0
6,1217.0,23.0,737.0
6,2128.0,24.0,1288.0
6,1057.0,31.0,657.0
6,1307.0,15.0,787.0
6,2028.0,21.0,1228.0
6,714.0,24.0,434.0
6,1306.0,39.0,786.0
6,647.0,19.0,407.0
6,1216.0,21.0,736.0
6,852.0,15.0,532.0
6,842.0,16.0,522.0
6,1849.0,36.0,1129.0
6,1843.0,43.0,1123.0
6,956.0,18.0,596.0
6,910.0,28.0,550.0
6,1839.0,25.0,1119.0
6,1053.0,25.0,653.0
6,2019.0,21.0,1219.0
6,1407.0,25.0,847.0
6,1125.0,23.0,685.0
6,2041.0,22.0,1241.0
6,1903.0,28.0,1143.0
6,602.0,18.0,362.0
6,1119.0,23.0,679.0
6,1426.0,19.0,866.0
6,851.0,36.0,531.0
6,2126.0,21.0,1286.0
6,657.0,18.0,417.0
6,1836.0,25.0,1116.0
6,1454.0,21.0,894.0
6,1055.0,20.0,655.0
6,809.0,18.0,489.0
6,1824.0,37.0,1104.0
6,850.0,17.0,530.0
6,1846.0,42.0,1126.0
6,1422.0,21.0,862.0
6,2040.0,25.0,1240.0
6,1823.0,22.0,1103.0
6,1044.0,15.0,644.0
6,711.0,26.0,431.0
6,728.0,21.0,448.0
6,915.0,23.0,555.0
6,1820.0,29.0,1100.0
6,2014.0,29.0,1214.0
6,1106.0,20.0,666.0
6,1440.0,67.0,880.0
6,2033.0,33.0,1233.0
6,1329.0,22.0,809.0
6,851.0,33.0,531.0
6,1427.0,23.0,867.0
6,1613.0,24.0,973.0
6,1606.0,21.0,966.0
6,1102.0,38.0,662.0
6,1359.0,17.0,839.0
6,909.0,49.0,549.0
6,2059.0,20.0,1259.0
6,738.0,19.0,458.0
6,1949.0,27.0,1189.0
6,1747.0,20.0,1067.0
6,1101.0,34.0,661.0
6,1417.0,20.0,857.0
6,1309.0,25.0,789.0
6,1111.0,24.0,671.0
6,1852.0,37.0,1132.0
6,849.0,33.0,529.0
6,1239.0,14.0,759.0
6,1241.0,17.0,761.0
6,1411.0,20.0,851.0
6,2011.0,20.0,1211.0
6,914.0,37.0,554.0
6,1357.0,19.0,837.0
6,1201.0,21.0,721.0
6,904.0,33.0,544.0
6,911.0,24.0,551.0
6,1828.0,40.0,1108.0
6,1729.0,26.0,1049.0
6,658.0,18.0,418.0
6,1308.0,28.0,788.0
6,2116.0,20.0,1276.0
6,917.0,32.0,557.0
6,1039.0,14.0,639.0
6,1436.0,19.0,876.0
6,2158.0,21.0,1318.0
6,1039.0,28.0,639.0
6,1815.0,38.0,1095.0
6,2009.0,24.0,1209.0
6,1256.0,20.0,776.0
6,2019.0,26.0,1219.0
6,550.0,18.0,350.0
6,1434.0,27.0,874.0
6,1433.0,14.0,873.0
6,1627.0,17.0,987.0
6,732.0,24.0,452.0
6,1052.0,33.0,652.0
6,713.0,19.0,433.0
6,1239.0,20.0,759.0
6,1056.0,48.0,656.0
6,530.0,23.0,330.0
6,1855.0,35.0,1135.0
6,2022.0,52.0,1222.0
6,1704.0,49.0,1024.0
6,1245.0,21.0,765.0
6,914.0,25.0,554.0
6,1258.0,23.0,778.0
6,854.0,33.0,534.0
6,1313.0,31.0,793.0
6,1041.0,25.0,641.0
6,2012.0,23.0,1212.0
6,1033.0,25.0,633.0
6,1352.0,18.0,832.0
6,2040.0,24.0,1240.0
6,1041.0,20.0,641.0
6,1457.0,17.0,897.0
6,1532.0,22.0,932.0
6,1426.0,21.0,866.0
6,1114.0,20.0,674.0
6,856.0,24.0,536.0
6,1017.0,20.0,617.0
6,1958.0,25.0,1198.0
6,1903.0,38.0,1143.0
6,1259.0,21.0,779.0
6,1826.0,24.0,1106.0
6,903.0,26.0,543.0
6,932.0,24.0,572.0
6,1042.0,20.0,642.0
6,2045.0,24.0,1245.0
6,1048.0,23.0,648.0
6,1344.0,22.0,824.0
5,1828.0,24.0,1108.0
5,728.0,36.0,448.0
5,1614.0,46.0,974.0
5,1050.0,32.0,650.0
5,1259.0,44.0,779.0
5,1858.0,54.0,1138.0
5,2121.0,22.0,1281.0
5,1254.0,46.0,774.0
5,1619.0,34.0,979.0
5,1128.0,39.0,688.0
5,1601.0,20.0,961.0
5,1044.0,37.0,644.0
5,1422.0,31.0,862.0
5,2023.0,28.0,1223.0
5,1356.0,36.0,836.0
5,1610.0,22.0,970.0
5,1256.0,49.0,776.0
5,2101.0,24.0,1261.0
5,2017.0,33.0,1217.0
5,1905.0,39.0,1145.0
5,1049.0,40.0,649.0
5,2219.0,20.0,1339.0
5,1957.0,35.0,1197.0
5,1808.0,27.0,1088.0
5,1442.0,20.0,882.0
5,1952.0,38.0,1192.0
5,908.0,31.0,548.0
5,1208.0,85.0,728.0
5,1338.0,47.0,818.0
5,904.0,40.0,544.0
5,1300.0,46.0,780.0
5,726.0,38.0,446.0
5,1444.0,24.0,884.0
5,1614.0,86.0,974.0
5,1426.0,26.0,866.0
5,712.0,53.0,432.0
5,857.0,32.0,537.0
5,2009.0,38.0,1209.0
5,900.0,59.0,540.0
5,1435.0,29.0,875.0
5,1312.0,40.0,792.0
5,1050.0,55.0,650.0
5,713.0,27.0,433.0
5,1208.0,45.0,728.0
5,1118.0,57.0,678.0
5,1908.0,45.0,1148.0
5,2038.0,29.0,1238.0
5,714.0,65.0,434.0
5,912.0,62.0,552.0
5,2134.0,26.0,1294.0
5,922.0,90.0,562.0
5,1611.0,24.0,971.0
5,1135.0,48.0,695.0
5,1257.0,37.0,777.0
5,1846.0,54.0,1126.0
5,953.0,37.0,593.0
5,1219.0,46.0,739.0
5,1851.0,55.0,1131.0
5,1901.0,63.0,1141.0
5,949.0,41.0,589.0
5,1648.0,28.0,1008.0
5,1729.0,25.0,1049.0
5,1625.0,31.0,985.0
5,1157.0,41.0,717.0
5,1433.0,29.0,873.0
5,1816.0,57.0,1096.0
5,904.0,71.0,544.0
5,2029.0,34.0,1229.0
5,1232.0,33.0,752.0
5,1548.0,21.0,948.0
5,704.0,28.0,424.0
5,906.0,42.0,546.0
5,1550.0,26.0,950.0
5,756.0,34.0,476.0
5,1103.0,22.0,663.0
5,728.0,60.0,448.0
5,2014.0,41.0,1214.0
5,1701.0,16.0,1021.0
5,936.0,53.0,576.0
5,1101.0,26.0,661.0
5,1825.0,31.0,1105.0
5,1630.0,29.0,990.0
5,852.0,26.0,532.0
5,912.0,83.0,552.0
5,1822.0,36.0,1102.0
5,1937.0,42.0,1177.0
5,1103.0,29.0,663.0
5,1909.0,48.0,1149.0
5,2011.0,39.0,1211.0
5,1819.0,22.0,1099.0
5,1556.0,20.0,956.0
5,1000.0,41.0,600.0
5,2200.0,18.0,1320.0
5,1628.0,58.0,988.0
5,1203.0,40.0,723.0
5,1615.0,40.0,975.0
5,2044.0,23.0,1244.0
5,1112.0,43.0,672.0
5,1253.0,32.0,773.0
5,1911.0,57.0,1151.0
5,1038.0,46.0,638.0
5,2123.0,15.0,1283.0
5,1101.0,42.0,661.0
5,1317.0,44.0,797.0
5,2101.0,21.0,1261.0
5,654.0,36.0,414.0
5,1331.0,43.0,811.0
5,646.0,58.0,406.0
5,1159.0,42.0,719.0
5,850.0,38.0,530.0
5,902.0,32.0,542.0
5,2011.0,53.0,1211.0
5,1821.0,27.0,1101.0
5,943.0,85.0,583.0
5,711.0,35.0,431.0
5,1051.0,32.0,651.0
5,1828.0,47.0,1108.0
5,1127.0,55.0,687.0
5,2006.0,31.0,1206.0
5,1602.0,21.0,962.0
5,1208.0,39.0,728.0
5,1752.0,24.0,1072.0
5,2054.0,23.0,1254.0
5,1840.0,38.0,1120.0
5,556.0,21.0,356.0
5,1420.0,41.0,860.0
5,2030.0,33.0,1230.0
5,1134.0,45.0,694.0
5,1428.0,32.0,868.0
5,855.0,29.0,535.0
5,2008.0,39.0,1208.0
5,1319.0,38.0,799.0
5,1942.0,28.0,1182.0
5,551.0,21.0,351.0
5,1424.0,30.0,864.0
5,1826.0,27.0,1106.0
5,1439.0,27.0,879.0
5,1059.0,51.0,659.0
5,718.0,38.0,438.0
5,1847.0,69.0,1127.0
5,2016.0,42.0,1216.0
5,854.0,57.0,534.0
5,1826.0,33.0,1106.0
5,2114.0,25.0,1274.0
5,1407.0,41.0,847.0
5,2006.0,36.0,1206.0
5,1818.0,19.0,1098.0
5,1235.0,38.0,755.0
5,1827.0,53.0,1107.0
5,707.0,34.0,427.0
5,733.0,41.0,453.0
5,918.0,102.0,558.0
5,1842.0,27.0,1122.0
5,1944.0,42.0,1184.0
5,801.0,45.0,481.0
5,1218.0,42.0,738.0
5,1417.0,32.0,857.0
5,1805.0,55.0,1085.0
5,1325.0,57.0,805.0
5,900.0,25.0,540.0
5,1435.0,29.0,875.0
5,1622.0,100.0,982.0
5,1603.0,36.0,963.0
5,1518.0,22.0,918.0
5,1412.0,36.0,852.0
5,920.0,36.0,560.0
5,2122.0,21.0,1282.0
5,701.0,64.0,421.0
5,1422.0,23.0,862.0
5,736.0,47.0,456.0
5,2048.0,27.0,1248.0
5,1611.0,18.0,971.0
5,1103.0,38.0,663.0
5,1847.0,39.0,1127.0
5,1355.0,36.0,835.0
5,1322.0,54.0,802.0
5,1058.0,44.0,658.0
5,1818.0,75.0,1098.0
5,915.0,47.0,555.0
5,1257.0,46.0,777.0
5,1246.0,40.0,766.0
5,1420.0,26.0,860.0
5,555.0,20.0,355.0
5,2047.0,28.0,1247.0
5,1217.0,37.0,737.0
5,1542.0,25.0,942.0
5,846.0,32.0,526.0
5,953.0,38.0,593.0
5,910.0,83.0,550.0
5,1840.0,64.0,1120.0
5,1541.0,22.0,941.0
5,706.0,28.0,426.0
5,1307.0,45.0,787.0
5,2048.0,26.0,1248.0
5,1236.0,52.0,756.0
5,1736.0,36.0,1056.0
5,852.0,30.0,532.0
5,1106.0,42.0,666.0
5,1424.0,33.0,864.0
5,2250.0,16.0,1370.0
5,2128.0,34.0,1288.0
5,901.0,60.0,541.0
5,1831.0,30.0,1111.0
5,2014.0,34.0,1214.0
5,1246.0,36.0,766.0
5,1958.0,40.0,1198.0
5,607.0,18.0,367.0
5,1432.0,27.0,872.0
5,1446.0,38.0,886.0
5,1634.0,79.0,994.0
5,735.0,48.0,455.0
5,1039.0,40.0,639.0
5,703.0,19.0,423.0
5,1258.0,46.0,778.0
5,1057.0,54.0,657.0
5,538.0,19.0,338.0
5,1820.0,26.0,1100.0
5,2055.0,26.0,1255.0
5,1622.0,22.0,982.0
5,1315.0,49.0,795.0
5,903.0,50.0,543.0
5,1315.0,44.0,795.0
5,934.0,64.0,574.0
5,1250.0,34.0,770.0
5,1243.0,39.0,763.0
5,2042.0,31.0,1242.0
5,1222.0,41.0,742.0
5,1555.0,19.0,955.0
5,2024.0,42.0,1224.0
5,1041.0,29.0,641.0
5,1536.0,19.0,936.0
5,1443.0,25.0,883.0
5,1121.0,55.0,681.0
5,932.0,31.0,572.0
5,2017.0,37.0,1217.0
5,1954.0,37.0,1194.0
5,909.0,57.0,549.0
5,1835.0,24.0,1115.0
5,1446.0,25.0,886.0
5,1820.0,19.0,1100.0
5,712.0,69.0,432.0
5,926.0,84.0,566.0
5,949.0,35.0,589.0
5,1044.0,42.0,644.0
5,2025.0,31.0,1225.0
5,959.0,71.0,599.0
4,1801.0,30.0,1081.0
4,726.0,30.0,446.0
4,1613.0,41.0,973.0
4,1035.0,29.0,635.0
4,1254.0,26.0,774.0
4,1817.0,31.0,1097.0
4,2122.0,27.0,1282.0
4,1246.0,19.0,766.0
4,1626.0,16.0,986.0
4,1051.0,31.0,651.0
4,1600.0,21.0,960.0
4,1033.0,29.0,633.0
4,1417.0,25.0,857.0
4,2017.0,25.0,1217.0
4,1351.0,17.0,831.0
4,1610.0,22.0,970.0
4,1251.0,31.0,771.0
4,2056.0,19.0,1256.0
4,2012.0,28.0,1212.0
4,1810.0,55.0,1090.0
4,1038.0,22.0,638.0
4,1813.0,52.0,1093.0
4,1953.0,22.0,1193.0
4,1848.0,27.0,1128.0
4,1417.0,29.0,857.0
4,1950.0,33.0,1190.0
4,949.0,23.0,589.0
4,1055.0,22.0,655.0
4,1057.0,23.0,657.0
4,856.0,26.0,536.0
4,1323.0,23.0,803.0
4,722.0,29.0,442.0
4,1432.0,20.0,872.0
4,1614.0,26.0,974.0
4,1437.0,36.0,877.0
4,709.0,24.0,429.0
4,851.0,22.0,531.0
4,2001.0,36.0,1201.0
4,900.0,27.0,540.0
4,1424.0,23.0,864.0
4,1341.0,16.0,821.0
4,853.0,28.0,533.0
4,720.0,19.0,440.0
4,1206.0,13.0,726.0
4,1110.0,33.0,670.0
4,1755.0,26.0,1075.0
4,2013.0,22.0,1213.0
4,709.0,18.0,429.0
4,902.0,32.0,542.0
4,2203.0,19.0,1323.0
4,1010.0,23.0,610.0
4,1554.0,22.0,954.0
4,1111.0,18.0,671.0
4,1444.0,25.0,884.0
4,1822.0,45.0,1102.0
4,923.0,20.0,563.0
4,1114.0,27.0,674.0
4,1756.0,30.0,1076.0
4,1840.0,42.0,1120.0
4,930.0,24.0,570.0
4,1611.0,30.0,971.0
4,1719.0,20.0,1039.0
4,1555.0,17.0,955.0
4,1106.0,26.0,666.0
4,1426.0,30.0,866.0
4,1822.0,42.0,1102.0
4,909.0,23.0,549.0
4,1416.0,19.0,856.0
4,1059.0,32.0,659.0
4,1529.0,17.0,929.0
4,848.0,19.0,528.0
4,1605.0,24.0,965.0
4,750.0,25.0,470.0
4,1049.0,47.0,649.0
4,726.0,24.0,446.0
4,1953.0,21.0,1193.0
4,1725.0,23.0,1045.0
4,917.0,33.0,557.0
4,1056.0,37.0,656.0
4,1822.0,38.0,1102.0
4,1844.0,44.0,1124.0
4,854.0,25.0,534.0
4,908.0,33.0,548.0
4,1816.0,29.0,1096.0
4,1803.0,39.0,1083.0
4,858.0,51.0,538.0
4,1845.0,35.0,1125.0
4,1645.0,27.0,1005.0
4,1823.0,52.0,1103.0
4,1612.0,19.0,972.0
4,928.0,24.0,568.0
4,2059.0,25.0,1259.0
4,1607.0,35.0,967.0
4,1211.0,25.0,731.0
4,1625.0,28.0,985.0
4,2011.0,31.0,1211.0
4,1037.0,24.0,637.0
4,1240.0,12.0,760.0
4,1823.0,27.0,1103.0
4,1044.0,27.0,644.0
4,1958.0,42.0,1198.0
4,1055.0,37.0,655.0
4,1332.0,26.0,812.0
4,1947.0,20.0,1187.0
4,649.0,20.0,409.0
4,1303.0,22.0,783.0
4,726.0,19.0,446.0
4,1044.0,22.0,644.0
4,842.0,16.0,522.0
4,843.0,24.0,523.0
4,1830.0,36.0,1110.0
4,1820.0,49.0,1100.0
4,1132.0,24.0,692.0
4,708.0,20.0,428.0
4,1119.0,22.0,679.0
4,1811.0,30.0,1091.0
4,1433.0,39.0,873.0
4,2005.0,40.0,1205.0
4,1353.0,21.0,833.0
4,1140.0,23.0,700.0
4,1614.0,29.0,974.0
4,2013.0,23.0,1213.0
4,1834.0,20.0,1114.0
4,559.0,20.0,359.0
4,1356.0,20.0,836.0
4,1950.0,21.0,1190.0
4,1104.0,35.0,664.0
4,1442.0,37.0,882.0
4,857.0,20.0,537.0
4,1958.0,29.0,1198.0
4,1313.0,32.0,793.0
4,2010.0,35.0,1210.0
4,556.0,21.0,356.0
4,1433.0,27.0,873.0
4,1808.0,31.0,1088.0
4,1440.0,27.0,880.0
4,1056.0,32.0,656.0
4,713.0,20.0,433.0
4,1828.0,32.0,1108.0
4,1959.0,38.0,1199.0
4,852.0,24.0,532.0
4,1814.0,25.0,1094.0
4,2116.0,23.0,1276.0
4,1402.0,23.0,842.0
4,2006.0,31.0,1206.0
4,1751.0,19.0,1071.0
4,1031.0,17.0,631.0
4,1754.0,30.0,1074.0
4,713.0,21.0,433.0
4,731.0,23.0,451.0
4,923.0,20.0,563.0
4,1842.0,37.0,1122.0
4,1824.0,55.0,1104.0
4,827.0,20.0,507.0
4,1102.0,25.0,662.0
4,1416.0,28.0,856.0
4,1805.0,24.0,1085.0
4,1308.0,34.0,788.0
4,849.0,21.0,529.0
4,1429.0,29.0,869.0
4,1753.0,42.0,1073.0
4,1952.0,23.0,1192.0
4,1626.0,23.0,986.0
4,1110.0,39.0,670.0
4,1357.0,18.0,837.0
4,859.0,20.0,539.0
4,2006.0,19.0,1206.0
4,703.0,18.0,423.0
4,1331.0,24.0,811.0
4,733.0,18.0,453.0
4,1721.0,130.0,1041.0
4,1102.0,25.0,662.0
4,1810.0,37.0,1090.0
4,1356.0,24.0,836.0
4,1316.0,22.0,796.0
4,1052.0,27.0,652.0
4,1824.0,30.0,1104.0
4,907.0,29.0,547.0
4,1243.0,23.0,763.0
4,1244.0,14.0,764.0
4,1404.0,24.0,844.0
4,556.0,20.0,356.0
4,2027.0,20.0,1227.0
1,1113.0,24.0,673.0
1,732.0,27.0,452.0
1,2120.0,26.0,1280.0
1,1057.0,32.0,657.0
1,1033.0,24.0,633.0
1,2018.0,24.0,1218.0
1,1754.0,21.0,1074.0
1,1742.0,33.0,1062.0
1,1759.0,29.0,1079.0
1,921.0,29.0,561.0
1,1112.0,33.0,672.0
1,558.0,26.0,358.0
1,1958.0,21.0,1198.0
1,2104.0,23.0,1264.0
1,1455.0,23.0,895.0
1,841.0,20.0,521.0
1,852.0,25.0,532.0
1,2116.0,25.0,1276.0
1,718.0,21.0,438.0
1,1116.0,17.0,676.0
1,557.0,21.0,357.0
1,1313.0,32.0,793.0
1,2012.0,20.0,1212.0
1,1236.0,18.0,756.0
1,718.0,34.0,438.0
1,1419.0,28.0,859.0
1,1441.0,27.0,881.0
1,858.0,31.0,538.0
1,1955.0,20.0,1195.0
1,856.0,31.0,536.0
1,2059.0,43.0,1259.0
1,1832.0,21.0,1112.0
1,1310.0,18.0,790.0
1,826.0,24.0,506.0
1,1105.0,44.0,665.0
1,1627.0,14.0,987.0
1,1948.0,23.0,1188.0
1,1553.0,22.0,953.0
1,1959.0,28.0,1199.0
1,1430.0,19.0,870.0
1,1403.0,17.0,843.0
1,913.0,39.0,553.0
1,705.0,22.0,425.0
1,2105.0,32.0,1265.0
1,820.0,25.0,500.0
1,1805.0,40.0,1085.0
1,2018.0,30.0,1218.0
1,1947.0,17.0,1187.0
1,1534.0,18.0,934.0
1,2057.0,40.0,1257.0
1,857.0,33.0,537.0
1,706.0,24.0,426.0
1,2002.0,22.0,1202.0
1,1958.0,22.0,1198.0
1,1245.0,17.0,765.0
1,900.0,43.0,540.0
1,1950.0,25.0,1190.0
1,1247.0,17.0,767.0
1,1605.0,16.0,965.0
1,2105.0,20.0,1265.0
1,1221.0,21.0,741.0
1,1153.0,18.0,713.0
1,2105.0,28.0,1265.0
1,1027.0,18.0,627.0
1,1434.0,24.0,874.0
1,1116.0,23.0,676.0
1,911.0,48.0,551.0
1,1604.0,18.0,964.0
1,1959.0,17.0,1199.0
1,855.0,36.0,535.0
1,1332.0,18.0,812.0
1,1839.0,23.0,1119.0
1,850.0,20.0,530.0
1,1755.0,22.0,1075.0
1,910.0,28.0,550.0
1,927.0,36.0,567.0
1,1054.0,27.0,654.0
1,2007.0,48.0,1207.0
1,2120.0,16.0,1280.0
1,914.0,50.0,554.0
7,1842.0,33.0,1122.0
7,744.0,26.0,464.0
7,1259.0,26.0,779.0
7,1824.0,36.0,1104.0
7,2118.0,35.0,1278.0
7,956.0,20.0,596.0
7,1256.0,27.0,776.0
7,1034.0,17.0,634.0
7,2022.0,37.0,1222.0
7,1356.0,33.0,836.0
7,1037.0,18.0,637.0
7,1709.0,20.0,1029.0
7,553.0,20.0,353.0
7,2121.0,34.0,1281.0
7,901.0,24.0,541.0
7,2025.0,25.0,1225.0
7,714.0,22.0,434.0
7,1714.0,17.0,1034.0
7,1529.0,23.0,929.0
7,1753.0,26.0,1073.0
7,1215.0,28.0,735.0
7,1054.0,20.0,654.0
7,2133.0,22.0,1293.0
7,754.0,15.0,474.0
7,1822.0,19.0,1102.0
7,1921.0,29.0,1161.0
7,1243.0,28.0,763.0
7,2134.0,34.0,1294.0
7,2011.0,46.0,1211.0
7,1358.0,33.0,838.0
7,1648.0,20.0,1008.0
7,1951.0,29.0,1191.0
7,1043.0,25.0,643.0
7,2158.0,28.0,1318.0
7,1412.0,20.0,852.0
7,2054.0,19.0,1254.0
7,708.0,23.0,428.0
7,1814.0,32.0,1094.0
7,937.0,19.0,577.0
7,1405.0,27.0,845.0
7,649.0,19.0,409.0
7,925.0,30.0,565.0
7,1413.0,23.0,853.0
7,1243.0,18.0,763.0
7,708.0,18.0,428.0
7,1933.0,18.0,1173.0
7,2215.0,20.0,1335.0
7,546.0,24.0,346.0
7,1434.0,21.0,874.0
7,1423.0,30.0,863.0
7,1153.0,20.0,713.0
7,1959.0,19.0,1199.0
7,1538.0,21.0,938.0
7,555.0,25.0,355.0
7,1054.0,27.0,654.0
7,1302.0,24.0,782.0
7,1610.0,25.0,970.0
7,1824.0,32.0,1104.0
7,928.0,31.0,568.0
7,1058.0,27.0,658.0
7,1818.0,22.0,1098.0
7,904.0,25.0,544.0
7,927.0,47.0,567.0
7,729.0,31.0,449.0
7,2141.0,21.0,1301.0
7,707.0,20.0,427.0
7,907.0,28.0,547.0
7,1559.0,21.0,959.0
7,755.0,16.0,475.0
7,854.0,34.0,534.0
7,1553.0,19.0,953.0
7,2112.0,23.0,1272.0
7,1103.0,27.0,663.0
7,741.0,20.0,461.0
7,1619.0,19.0,979.0
7,2003.0,26.0,1203.0
7,1406.0,25.0,846.0
7,1316.0,25.0,796.0
7,731.0,52.0,451.0
7,1115.0,21.0,675.0
7,1752.0,23.0,1072.0
7,1842.0,34.0,1122.0
7,1619.0,30.0,979.0
7,854.0,32.0,534.0
7,915.0,38.0,555.0
7,1815.0,49.0,1095.0
7,1852.0,39.0,1132.0
7,1813.0,52.0,1093.0
7,706.0,24.0,426.0
7,1834.0,31.0,1114.0
7,1603.0,28.0,963.0
7,1552.0,21.0,952.0
7,953.0,27.0,593.0
7,2059.0,23.0,1259.0
7,1613.0,18.0,973.0
7,2003.0,30.0,1203.0
7,1842.0,31.0,1122.0
7,1154.0,24.0,714.0
7,1031.0,15.0,631.0
7,2147.0,47.0,1307.0
7,1109.0,30.0,669.0
7,2003.0,29.0,1203.0
7,658.0,41.0,418.0
7,1315.0,27.0,795.0
7,608.0,18.0,368.0
7,1104.0,24.0,664.0
7,927.0,24.0,567.0
7,926.0,43.0,566.0
7,1811.0,38.0,1091.0
7,1053.0,21.0,653.0
7,1745.0,20.0,1065.0
7,1357.0,19.0,837.0
7,1604.0,17.0,964.0
7,1814.0,18.0,1094.0
7,710.0,44.0,430.0
7,1033.0,16.0,633.0
7,1748.0,18.0,1068.0
7,854.0,31.0,534.0
7,1353.0,18.0,833.0
7,2020.0,33.0,1220.0
7,554.0,24.0,354.0
7,742.0,21.0,462.0
7,1936.0,17.0,1176.0
7,2145.0,28.0,1305.0
7,2207.0,23.0,1327.0
7,1059.0,28.0,659.0
7,1423.0,29.0,863.0
7,554.0,23.0,354.0
7,1822.0,24.0,1102.0
7,1439.0,23.0,879.0
7,1816.0,21.0,1096.0
7,1938.0,16.0,1178.0
7,1558.0,19.0,958.0
7,1948.0,25.0,1188.0
7,1419.0,24.0,859.0
7,728.0,22.0,448.0
7,1427.0,58.0,867.0
7,705.0,41.0,425.0
7,859.0,25.0,539.0
7,1803.0,28.0,1083.0
7,656.0,25.0,416.0
7,917.0,34.0,557.0
7,853.0,26.0,533.0
7,1805.0,24.0,1085.0
7,1331.0,23.0,811.0
7,1418.0,23.0,858.0
7,1901.0,40.0,1141.0
7,1257.0,30.0,777.0
7,1103.0,23.0,663.0
7,1100.0,30.0,660.0
7,1759.0,61.0,1079.0
7,707.0,26.0,427.0
7,2019.0,29.0,1219.0
7,1128.0,19.0,688.0
7,1100.0,26.0,660.0
7,724.0,27.0,444.0
7,859.0,28.0,539.0
7,1941.0,22.0,1181.0
7,1041.0,35.0,641.0
7,1616.0,34.0,976.0
7,1250.0,30.0,770.0
7,1053.0,22.0,653.0
7,604.0,21.0,364.0
7,2005.0,21.0,1205.0
7,848.0,16.0,528.0
7,1326.0,29.0,806.0
7,1242.0,18.0,762.0
7,1215.0,27.0,735.0
7,733.0,26.0,453.0
7,2152.0,25.0,1312.0
7,1059.0,30.0,659.0
7,1050.0,33.0,650.0
7,2016.0,25.0,1216.0
7,1752.0,21.0,1072.0
7,1745.0,27.0,1065.0
7,1835.0,37.0,1115.0
7,914.0,24.0,554.0
7,1107.0,26.0,667.0
7,1727.0,27.0,1047.0
7,557.0,25.0,357.0
7,2026.0,34.0,1226.0
7,2126.0,31.0,1286.0
7,1649.0,24.0,1009.0
7,851.0,27.0,531.0
7,937.0,35.0,577.0
7,2127.0,26.0,1287.0
7,708.0,29.0,428.0
7,1124.0,22.0,684.0
7,552.0,28.0,352.0
7,1250.0,32.0,770.0
7,2256.0,26.0,1376.0
7,1233.0,13.0,753.0
7,720.0,20.0,440.0
7,1414.0,24.0,854.0
7,1500.0,70.0,900.0
7,856.0,26.0,536.0
7,2002.0,23.0,1202.0
7,854.0,38.0,534.0
7,1949.0,24.0,1189.0
7,1317.0,21.0,797.0
7,701.0,18.0,421.0
7,1108.0,24.0,668.0
7,1618.0,22.0,978.0
7,2042.0,25.0,1242.0
7,1616.0,23.0,976.0
7,1631.0,29.0,991.0
7,1504.0,22.0,904.0
7,1425.0,24.0,865.0
7,919.0,27.0,559.0
7,706.0,30.0,426.0
7,2114.0,27.0,1274.0
7,700.0,19.0,420.0
7,1841.0,42.0,1121.0
7,2029.0,17.0,1229.0
7,2043.0,21.0,1243.0
7,1531.0,16.0,931.0
7,2000.0,20.0,1200.0
7,854.0,23.0,534.0
7,704.0,20.0,424.0
7,1958.0,33.0,1198.0
7,2022.0,23.0,1222.0
7,1336.0,22.0,816.0
7,901.0,33.0,541.0
7,1944.0,20.0,1184.0
7,1242.0,17.0,762.0
7,1558.0,18.0,958.0
7,2111.0,34.0,1271.0
7,1119.0,24.0,679.0
7,1210.0,17.0,730.0
7,2118.0,29.0,1278.0
7,1120.0,38.0,680.0
7,1432.0,18.0,872.0
7,1101.0,25.0,661.0
7,930.0,21.0,570.0
7,1606.0,23.0,966.0
7,1949.0,21.0,1189.0
7,1022.0,24.0,622.0
7,1331.0,21.0,811.0
7,1806.0,26.0,1086.0
7,949.0,48.0,589.0
7,912.0,33.0,552.0
7,930.0,26.0,570.0
7,1105.0,35.0,665.0
7,2010.0,26.0,1210.0
7,2137.0,32.0,1297.0
7,923.0,26.0,563.0
6,1752.0,17.0,1072.0
6,1021.0,36.0,621.0
6,1303.0,20.0,783.0
6,2223.0,25.0,1343.0
6,2123.0,23.0,1283.0
6,955.0,20.0,595.0
6,1303.0,21.0,783.0
6,1039.0,31.0,639.0
